,Time,Cell,Actb,Bmi1,Bmp4,Bmp7,Bmpr1a,Cd34,Cdh1,Cdh2,Cdk2,Cdx2,Cldn6,Ctcf,Ctnnb1,Dnmt1,Dnmt3b,Dppa3,Dppa4,Eomes,Esrrb,Ezh2,Fbxo15,Fgf4,Fgf5,Fgfr2,Foxa2,Gapdh,Gata1,Gata4,Gata6,Gdf3,GFAP,Gli2,Grb2,Gsc,Gsk3b,Hand1,Hdac1,Hes1,Igf2,Isl1,Jag1,Jarid2,Kdm1a,Kdm4c,Klf4,Lif,Lifr,Lin28a,Mbd3,MBP,Mef2a,Mixl1,Mki67ip,Myc,Myst3,Nanog,Ncam1,Nestin,Notch1,Nr0b1,Nr5a2,Nr6a1,Olig1,Olig2,Otx2,Pax6,Pou5f1,Prmt6,Prmt7,Ptpn11,Rai1,Rcc1,Rest,Sall4,Setdb1,Smad1,Smarca4,Smarcc1,Socs3,Sox1,Sox2,Stat3,T,Tbx3,Tcf7l1,Tcl1,Tgm2,Trp53,Tubb3,Utf1,Vim,Wdr5,Wnt3a,Wnt5a,Zfp281,Zfp42,State
R1.24h.1E,24,R1,16.752436390499998,9.5735086105,0.0,0.0,10.7072082405,0.0,0.0,10.9448531405,12.8838002605,0.0,10.3048291705,13.4240618705,15.3241792605,15.3385013105,17.7455238205,0.0,11.9188098205,13.582310290499999,10.0790522405,11.6197648105,10.1824567105,15.3480013005,13.532065960499999,10.4830506805,0.0,20.8138615105,0.0,0.0,0.0,12.8115522905,0.0,0.0,11.482831450499999,0.0,0.0,10.2904498705,15.8004225605,0.0,0.0,0.0,0.0,15.2419342505,16.1403489605,13.1290666905,9.483955890499999,0.0,9.8576129405,13.7191397205,14.6127626805,0.0,0.0,0.0,10.732833810499999,12.3453565105,12.188655860499999,0.0,0.0,7.996452780499999,0.0,11.2095941505,0.0,8.1834575405,0.0,0.0,13.7669494605,0.0,13.4751963305,0.0,12.4914602405,11.6095808905,0.0,11.820323910499999,14.6553563005,13.5519602705,9.7057662705,11.581214810499999,0.0,14.9075810705,9.393703260499999,0.0,11.8019211505,11.962089280499999,0.0,0.0,12.1849980005,0.0,0.0,13.8034667705,12.9994611305,14.4118809905,16.3376681005,12.709031380499999,0.0,0.0,15.085995730499999,13.2672785405,5
R1.24h.1G,24,R1,16.7389943505,8.0013625705,0.0,0.0,4.3998754005,11.201736410499999,0.0,0.0,12.395860020499999,0.0,10.2020140805,13.7137841005,15.3971900105,14.5632981305,17.7353482005,0.0,11.9489755505,12.6007833405,0.0,10.8791111005,13.5101661305,13.790313080499999,10.266512240499999,10.880039650499999,7.460267570499999,19.7007023195,9.2026849605,11.8373169505,14.502650170499999,12.6845378205,0.0,0.0,11.586822030499999,0.0,7.0904828505,11.074015210499999,15.1531203305,0.0,10.6987731405,0.0,11.3071343305,14.380790210499999,16.2770008105,13.560596240499999,10.2141045005,0.0,11.4251368305,12.9244113505,14.0164499505,0.0,0.0,0.0,11.5346766305,13.185759190499999,12.309787220499999,0.0,0.0,0.0,0.0,14.360971190499999,0.0,0.0,0.0,0.0,0.0,8.5159417105,13.492179500499999,0.0,10.6894391005,13.5051988305,0.0,12.0579004705,15.7112449605,14.8089176705,10.0268801305,11.3658856005,0.0,14.481715850499999,0.0,0.0,0.0,0.0,0.0,0.0,12.4983257805,0.0,0.0,12.1286448405,9.944290020499999,14.041656120499999,15.462592020499999,12.5241848205,0.0,0.0,13.9804131905,13.1287786205,5
R1.24h.2A,24,R1,17.5461510705,8.9768613505,0.0,0.0,11.2435545605,9.4654468405,0.0,0.0,12.8909748105,0.0,12.2498131305,14.0298034205,15.9489407505,15.4436049405,18.2675790575,0.0,11.8005905105,11.4641701505,10.445579540499999,11.070587120499999,0.0,10.2879012105,10.4563396505,10.5460253605,0.0,20.3275374655,0.0,0.0,0.0,14.502129480499999,0.0,0.0,12.558568960499999,0.0,8.9515582905,0.0,16.3046831105,10.1221375505,0.0,0.0,10.233505210499999,14.426382540499999,16.7599927705,13.526145850499999,0.0,8.6001501805,0.0,13.608576490499999,14.7294517205,0.0,10.1755853005,0.0,12.2548360005,15.2189389105,12.9882076505,8.1011813505,0.0,6.2292788905,8.0690695405,9.8866460505,9.1514482505,0.0,0.0,0.0,12.0038394605,9.9224128005,13.9681372105,0.0,12.1204407005,12.2358719205,0.0,12.193074060499999,15.6356030405,13.604801820499999,10.4556072705,10.0776976205,0.0,15.1143655905,0.0,0.0,0.0,12.0626513305,0.0,0.0,11.110833700499999,0.0,0.0,13.915486980499999,11.8913236605,13.4113268905,15.203756200499999,12.7577350005,0.0,0.0,14.5739105805,13.4105477805,5
R1.24h.2C,24,R1,17.011703760499998,11.073243890499999,0.0,0.0,11.7199794805,0.0,0.0,7.4369060905,13.1049448405,0.0,0.0,13.9410283705,14.987117980499999,16.2222486705,18.1333381725,0.0,12.1642882705,10.5896071505,10.4418142805,9.053603000499999,13.1435349605,16.7123622905,10.7921217705,10.3121460105,0.0,20.8089046895,0.0,0.0,0.0,15.439462020499999,0.0,0.0,10.0395671905,0.0,0.0,0.0,15.494550560499999,0.0,0.0,0.0,0.0,14.1316610405,16.396790480499998,14.5915349005,9.7842431205,8.3891886805,13.3841521605,14.4306843405,14.973184740499999,0.0,9.8787686105,0.0,11.8925818505,13.5484828605,12.2689520505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8867203805,0.0,12.216627470499999,0.0,11.2199073305,11.3346526205,0.0,11.1436559105,14.3444244905,13.8640876205,10.2576612305,10.2052900405,0.0,14.5291452005,0.0,0.0,0.0,11.4502958305,0.0,0.0,13.3828289805,0.0,0.0,13.6321606605,0.0,14.923919850499999,13.4404790905,12.6757212905,0.0,0.0,15.5073745005,13.502963380499999,5
R1.24h.2D,24,R1,15.719854630499999,8.7698529205,0.0,0.0,9.6459835405,8.5786600305,0.0,0.0,14.222709930499999,0.0,0.0,14.095810630499999,14.7435035205,14.6236298605,18.2887793795,9.9353201005,11.0791117205,0.0,0.0,11.6359140605,13.157142670499999,2.1328213405,0.0,11.4124080205,8.9816077505,19.1586881655,10.0326237105,14.0234771105,14.5843764405,14.1677783005,0.0,0.0,11.8435640705,0.0,0.0,0.0,14.8639036705,9.5614507005,9.368587570499999,0.0,10.4964836205,12.3867941705,15.245682560499999,11.6545839805,13.632088270499999,0.0,9.7799116405,14.928323300499999,14.2855270105,0.0,9.967968730499999,0.0,11.2366000905,11.3993312305,13.0335639305,8.9563870005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8592910105,8.8730476305,11.1808551405,13.8591562005,0.0,12.5055149205,13.934960350499999,14.5470811205,8.6529959905,11.201461370499999,0.0,13.9520098105,0.0,0.0,0.0,10.845480820499999,0.0,14.1922607205,10.827593560499999,0.0,0.0,13.1202036605,11.969927390499999,13.851266490499999,18.0708897705,12.8369134205,0.0,0.0,15.2080789805,13.650700600499999,5
R1.24h.2G,24,R1,17.1271627305,9.3696763105,9.2810162205,0.0,9.0653666105,0.0,0.0,8.3444399105,13.7399406105,0.0,10.1876816705,14.122003530499999,14.9868878005,14.9610302905,17.670140770499998,0.0,11.5501122705,10.221196300499999,12.1198397805,11.7365304305,9.8064638905,14.4198244205,13.1890912905,9.6975042905,0.0,20.0328776455,0.0,0.0,0.0,13.8370599005,0.0,9.3809022105,10.1762049605,0.0,10.6668087905,0.0,15.4518173005,0.0,0.0,0.0,0.0,12.7828794405,15.972021910499999,12.776784380499999,0.0,0.0,8.9860659005,14.1642759805,15.4280766905,0.0,0.0,0.0,10.4341179805,13.574412840499999,13.2940000705,9.2666082005,0.0,0.0,0.0,13.1608181105,0.0,0.0,0.0,0.0,12.5027198205,0.0,13.2535518405,0.0,11.4390851205,13.7141713505,0.0,11.6667642705,15.4196185105,13.4869958805,10.4326125005,10.5231432005,0.0,14.7075896105,0.0,0.0,10.2944195805,0.0,0.0,0.0,10.7132006505,0.0,0.0,13.4789186805,12.4494499705,14.190445990499999,14.9207991805,13.148194330499999,0.0,8.240265020499999,14.182190990499999,13.588736450499999,5
R1.24h.3A,24,R1,17.0190418705,0.0,13.738471880499999,0.0,9.7277176005,11.307510470499999,0.0,0.0,12.9004936705,0.0,9.8260785105,13.5157306305,15.7261299805,15.578378640499999,16.6607571705,0.0,11.1364877405,10.4192533505,11.1341703305,11.4593442805,13.9627421605,15.8252112105,0.0,0.0,11.4146065405,20.153090016500002,10.7990109305,0.0,11.3448831505,15.0610030605,0.0,9.1321729205,12.837016350499999,8.4678037205,0.0,0.0,15.9663230505,3.6360350605000002,0.0,0.0,11.5636444905,13.6102472805,16.5766682705,13.2481580105,10.950035910499999,0.0,12.2764025405,13.6571811505,14.3655384205,0.0,10.7605853605,0.0,12.3568513105,14.4120435205,13.5372195005,12.5732118505,0.0,7.7818514405,7.760933090499999,11.891583620499999,7.8859086005,7.5976011805,0.0,0.0,9.4077076805,0.0,13.6164790205,0.0,11.991698870499999,13.105850370499999,0.0,11.6009568705,16.5121823305,13.470693750499999,9.6062041505,12.295614710499999,0.0,15.0009313705,0.0,0.0,0.0,11.808667270499999,0.0,12.0741772005,13.8902772005,0.0,0.0,13.425154660499999,12.0942528805,8.233458280499999,16.312988330499998,12.3762215805,0.0,0.0,14.502601370499999,17.1174218905,0
R1.24h.3B,24,R1,17.3788147105,9.633464160499999,8.3497992205,0.0,10.4187820205,0.0,0.0,0.0,12.6628502205,0.0,0.0,13.6431444705,15.705503220499999,14.484316570499999,17.0806825305,0.0,12.4274635005,0.0,11.3995561605,12.5854866705,12.4927894605,15.7433778905,11.9423630405,9.297025270499999,0.0,19.5343369765,0.0,0.0,0.0,14.989591150499999,0.0,9.1476308205,10.288405600499999,0.0,0.0,0.0,15.7225024405,0.0,0.0,0.0,11.6403191505,15.722725300499999,15.9032945705,14.0175837705,0.0,9.7514779505,12.5556850605,13.1242459905,14.488327610499999,0.0,0.0,0.0,10.5029441805,12.530623070499999,13.1159286305,10.2523033605,0.0,0.0,0.0,14.1435608105,10.711863470499999,0.0,0.0,0.0,13.7778021805,7.3502798405,14.0277517705,7.8509882404999995,10.3087105405,10.5705321705,0.0,11.367724040499999,14.733561030499999,13.8966411205,10.8780502505,11.0225929305,0.0,14.8346724105,0.0,0.0,10.731410240499999,12.1147188405,0.0,0.0,14.348216280499999,0.0,0.0,14.2269279205,11.2523781705,10.072030140499999,14.014491440499999,12.8381270005,0.0,0.0,14.3537559705,16.249035950499998,5
R1.24h.3C,24,R1,17.6615432405,9.7232469705,0.0,0.0,10.4163068305,9.7683988405,0.0,0.0,12.5709849705,0.0,10.1924511905,13.8120780005,15.2737109905,15.0636942605,17.9756676705,0.0,11.4298943905,10.796379780499999,0.0,10.7175158205,12.9163265605,15.5290349005,9.5854008305,9.353986190499999,0.0,20.3294413475,0.0,0.0,0.0,15.1950326905,0.0,0.0,11.4946405705,0.0,0.0,0.0,16.5552459205,0.0,0.0,0.0,0.0,13.3292767105,16.0961560405,14.2734519605,0.0,0.0,10.501956930499999,14.1455713605,15.742502760499999,0.0,0.0,0.0,13.1531710305,15.0668160405,12.4326569505,9.288030940499999,0.0,8.0632185905,0.0,13.360662400499999,7.5831243205,7.489905050499999,0.0,0.0,13.5124851705,0.0,13.4476398305,0.0,12.2658902305,13.605153100499999,0.0,13.2728810005,14.2603905005,13.6754856805,10.5609666605,12.0408686605,0.0,14.4943649905,0.0,0.0,0.0,11.9430219705,0.0,0.0,14.2995091705,0.0,0.0,14.415504950499999,14.2900953905,14.7164375005,15.7101241005,12.6697250705,0.0,0.0,13.981696380499999,16.3104232305,5
R1.24h.3D,24,R1,17.6361423205,8.9764902105,11.3190528605,0.0,10.251871810499999,8.1716963805,0.0,0.0,13.9636826005,0.0,0.0,14.472843100499999,15.723170160499999,15.711570500499999,18.0655778305,0.0,10.702321120499999,0.0,12.1925410305,11.4737426405,13.7175272505,14.7816052705,0.0,9.3688039805,0.0,20.2144302545,0.0,0.0,0.0,14.8701611305,0.0,9.2846243305,11.1607221305,0.0,0.0,0.0,16.3538123105,0.0,0.0,0.0,10.6176828705,14.6917027805,15.786737110499999,13.8501723505,0.0,8.127803480499999,12.4080539605,14.0583344605,14.8146037505,0.0,0.0,0.0,12.0037810605,14.281862350499999,13.640749140499999,10.7025832505,0.0,7.249571790499999,0.0,13.5368070205,0.0,8.672666140499999,0.0,0.0,13.5055443305,0.0,14.2427019005,0.0,12.351405030499999,12.2405577805,9.8249810205,12.5629382005,15.739108740499999,13.7838418705,10.310145390499999,12.660208880499999,0.0,15.319010560499999,0.0,0.0,11.566993930499999,13.169213230499999,0.0,0.0,14.3615290105,0.0,0.0,14.0988455005,12.1367145105,13.2363258905,16.0929777005,13.272951660499999,0.0,0.0,14.1072781005,14.0920867105,5
R1.24h.3G,24,R1,17.5367610905,9.233302970499999,11.6989722205,0.0,10.584689170499999,9.5911476405,0.0,0.0,13.1204242705,0.0,8.954706140499999,14.1490149305,15.1062029205,15.4272496905,17.2509231105,0.0,11.347446290499999,0.0,11.7135092705,10.9920637205,13.377198290499999,13.0883659105,0.0,0.0,0.0,20.0300034195,0.0,0.0,0.0,13.8037440205,0.0,9.5443749505,10.3095118905,0.0,9.9673462405,0.0,16.2218978405,0.0,0.0,0.0,0.0,13.182600920499999,16.2906901805,12.766982020499999,10.407493750499999,0.0,11.633197340499999,12.8674201605,14.588772600499999,0.0,0.0,0.0,12.583553350499999,14.855675160499999,12.136198390499999,11.761062470499999,0.0,7.553462210499999,0.0,14.9972377305,11.0632470805,9.1140854205,0.0,0.0,12.7609609805,0.0,13.9853281805,0.0,11.7710911805,12.381655560499999,10.5900639605,12.0152413005,15.411644000499999,14.4972027305,10.3126681705,11.4687318305,0.0,14.544815910499999,0.0,0.0,11.2667477205,12.4146532405,0.0,12.2559721105,13.6327310505,0.0,0.0,14.488908860499999,15.427181900499999,14.6246368305,15.603607520499999,13.7012031305,0.0,0.0,14.121235580499999,16.287557300499998,0
R1.24h.3H,24,R1,16.4086708405,8.9377964705,9.2003653805,0.0,9.0897439305,0.0,0.0,0.0,12.680003830499999,0.0,0.0,13.691026150499999,14.469606600499999,15.092244320499999,15.4889954105,0.0,11.2761079905,9.5616298605,11.0436178705,10.7687266105,12.2125746905,13.6922409905,0.0,0.0,0.0,19.9329514435,0.0,0.0,0.0,14.904748270499999,0.0,10.8071797905,10.7956073005,0.0,0.0,9.7024695205,15.179583750499999,7.5809758405,0.0,0.0,0.0,14.7147335605,15.5312526005,12.827069200499999,0.0,0.0,11.820355960499999,12.0564088605,14.4715429305,0.0,10.7245808105,0.0,10.0912222505,15.261484980499999,12.9029277005,12.580473680499999,0.0,8.1028388905,0.0,12.5129135605,10.3177235505,0.0,0.0,0.0,12.3118860405,10.8348054205,13.8875523205,0.0,10.9596000605,13.3426805105,0.0,9.6708863205,15.125822250499999,13.163788840499999,10.5946268805,10.716791990499999,0.0,14.2745109705,0.0,1.1610348105,10.8204561305,10.0059190105,0.0,0.0,13.6618655705,0.0,0.0,14.345100540499999,12.5559613405,13.8625458205,14.848646840499999,12.7438719205,0.0,0.0,14.507872900499999,16.1177162205,5
R1.24h.4B,24,R1,17.2740569705,0.0,0.0,0.0,0.0,0.0,0.0,9.5353562805,13.2857484005,0.0,0.0,13.7276090705,15.3998277005,14.8992301405,17.7635707405,11.406310960499999,11.185820140499999,12.9353309305,0.0,8.738115410499999,11.7520932905,15.0442769405,13.6881276705,9.7678151605,0.0,19.887341003499998,0.0,0.0,0.0,14.1184996405,0.0,0.0,11.6386459205,0.0,0.0,0.0,15.6885476705,0.0,0.0,0.0,0.0,14.6339762305,15.695364460499999,13.0617869005,0.0,0.0,9.5314125205,14.2982640705,14.6234910705,0.0,0.0,0.0,10.374831430499999,12.897365600499999,12.898166780499999,12.0923478105,0.0,0.0,0.0,12.670515460499999,0.0,0.0,0.0,0.0,14.1201110705,0.0,12.3412385505,0.0,11.009300570499999,11.0078339605,0.0,12.157842240499999,15.211086460499999,14.278638600499999,11.490644700499999,11.913123130499999,0.0,14.329908740499999,9.556173940499999,0.0,0.0,10.756035130499999,0.0,10.2806764305,13.661557330499999,0.0,0.0,13.9472297305,12.4755509805,14.5908854205,13.9386962805,12.7113719205,0.0,10.2599392705,14.580461550499999,15.8724250605,5
R1.24h.4C,24,R1,16.2753085605,10.6408417105,0.0,0.0,9.8003650205,0.0,0.0,0.0,12.7975846405,0.0,9.7939403105,14.1072136505,16.1988897005,15.8033097905,16.8597726205,0.0,13.0863192105,10.280357670499999,0.0,10.0983747505,12.2635580805,16.7603135305,12.1872520005,0.0,0.0,19.953152220499998,0.0,5.2773019605,0.0,14.5244431905,0.0,0.0,12.1752048705,0.0,0.0,0.0,16.3788729305,0.0,0.0,0.0,0.0,14.2062859705,16.4711400905,13.9663551405,9.707184010499999,0.0,9.5726057405,14.3414283105,14.8765523405,0.0,9.9947826105,0.0,11.482512420499999,14.840302550499999,12.3118259805,7.6767354605,0.0,0.0,8.4191758505,14.035133970499999,6.335111650499999,0.0,0.0,0.0,14.8578953905,0.0,14.2184489405,0.0,11.4909602405,13.4946400105,0.0,11.6817123905,14.1212217405,14.316716230499999,10.5469849605,9.2629324305,0.0,15.1095838005,0.0,0.0,12.080914610499999,12.0508485805,0.0,0.0,14.626914790499999,0.0,0.0,14.6514294205,12.4460459905,12.8662395605,13.5920629605,13.5633232105,0.0,11.3915399005,14.5832091305,14.6017137205,5
R1.24h.4D,24,R1,16.5546932805,8.2754317805,0.0,0.0,0.0,0.0,0.0,0.0,12.3013313505,0.0,11.7943472905,13.3525911405,15.4522867105,14.6968401505,17.2021159405,0.0,9.4819500005,10.3893611405,10.7765661005,10.1459663205,0.0,14.031149790499999,0.0,0.0,0.0,19.3260536785,0.0,0.0,0.0,13.9309876805,0.0,0.0,10.4494240805,0.0,0.0,0.0,15.3646164905,0.0,0.0,0.0,11.229419800499999,13.785671040499999,16.5473922605,10.9638935105,0.0,0.0,10.689427110499999,13.2359505505,13.9326876905,0.0,0.0,0.0,11.3845459305,13.294023060499999,12.2400776005,10.3015326205,0.0,0.0,0.0,13.0118529105,0.0,0.0,0.0,0.0,12.7567395605,22.751664533499998,14.0622312905,0.0,11.6128120405,12.3929373405,0.0,11.658015130499999,15.392830740499999,14.1171491105,10.5491849205,0.0,0.0,14.6430015705,0.0,0.0,11.8783827205,12.596801770499999,0.0,0.0,13.8366325405,0.0,0.0,13.4018268805,10.8087104505,14.3899078705,15.438283650499999,12.9138699005,0.0,0.0,14.9433443705,13.703735650499999,5
R1.24h.4E,24,R1,18.529638615499998,10.2100610605,0.0,0.0,11.9718690205,11.0573448005,0.0,0.0,13.8976206005,0.0,11.7854084805,15.150460150499999,17.2733810005,16.6394778905,18.3742885295,0.0,12.8525051005,12.345438180499999,12.778483400499999,12.139258610499999,13.6549709405,17.6917103105,13.9693010905,10.8924737805,0.0,21.3150334215,0.0,0.0,0.0,15.5183566805,0.0,9.5825179305,12.9760566605,0.0,0.0,0.0,17.2673260905,9.1558171305,0.0,0.0,10.5944992205,15.284928000499999,17.6189050305,14.5357055105,0.0,0.0,11.4336795305,14.2041535505,16.8544490605,0.0,0.0,0.0,11.2164274405,16.8025735505,13.4966252505,10.6833594305,0.0,0.0,7.8368285505,15.5526384905,10.312890660499999,0.0,0.0,0.0,12.846887560499999,0.0,15.2222828305,0.0,13.3873474505,14.1215812005,0.0,13.181522830499999,16.1694723705,13.8109730405,11.6291093605,12.197198370499999,0.0,16.1248533005,10.1983480705,3.5413592805,13.591151910499999,12.9240082905,0.0,9.8347343905,15.1095618705,0.0,0.0,15.5971121405,13.8504671205,16.7861717405,16.3685297205,14.2974793705,0.0,0.0,16.2232567605,16.7577940805,5
R1.24h.5A,24,R1,16.4193280105,0.0,13.086471570499999,0.0,11.4414930105,10.110993730499999,0.0,7.9009738505,13.7523356805,0.0,11.1921638505,14.0313383205,15.6956174705,15.6521851805,15.8552045205,0.0,12.753165080499999,12.5595953705,13.6364666005,11.3979515005,14.996237320499999,16.6959730405,0.0,0.0,0.0,20.3662802355,0.0,0.0,0.0,14.8799277705,0.0,7.8396635905,12.3504716105,0.0,0.0,0.0,16.4308560505,0.0,0.0,0.0,10.6063094905,15.8973965505,16.5395602305,13.1127554305,13.2375388405,0.0,12.3592608405,13.866959310499999,13.538998660499999,0.0,0.0,0.0,12.849361820499999,12.669729800499999,13.162465080499999,14.5271659205,0.0,0.0,9.2583544605,0.0,8.3226798905,3.1388358405,0.0,0.0,12.5266622405,0.0,13.5904233205,0.0,12.328014740499999,13.151170540499999,9.6939801205,12.2220233605,16.3352845605,14.4994937605,11.1639702705,12.579871020499999,0.0,15.219273850499999,0.0,0.0,8.3625713805,11.0342808605,0.0,11.931236500499999,14.2196909405,0.0,10.9990497105,11.599790390499999,14.993362530499999,4.1566953905,16.873869780499998,13.4032996205,0.0,9.6488924905,14.6533585405,16.9564241105,0
R1.24h.5B,24,R1,17.1033112605,6.851281440499999,9.138965450499999,0.0,10.036375720499999,9.5013882505,0.0,5.989739910499999,12.2652550405,0.0,0.0,14.197810450499999,15.6179680505,15.6594226705,16.4153437605,0.0,10.621698500499999,10.9349972505,10.6950235405,11.014555420499999,12.4385513005,14.322587950499999,11.7265956905,9.647539520499999,0.0,19.8662828315,0.0,4.3449960305,4.1753264405,10.8034577105,0.0,11.273895290499999,13.380924690499999,0.0,10.3778173005,0.0,16.3016458105,0.0,0.0,0.0,0.0,15.1239604305,16.5188862705,13.0139423405,3.7217054505,3.1296867205,12.4477976505,13.263148960499999,14.8673287805,0.0,0.0,0.0,10.7440677305,14.7359035705,13.3798593705,0.0,0.0,0.0,0.0,13.791383870499999,11.1538603005,8.2675771105,0.0,0.0,13.612280690499999,0.0,13.6755705905,0.0,12.075446210499999,12.151755420499999,0.0,11.293942250499999,14.869828030499999,13.4037886205,10.0082069505,11.6346379405,0.0,15.4179780005,0.0,0.0,0.0,10.9005364005,0.0,1.9632058805000001,11.2254871805,0.0,0.0,14.2156586205,12.4275542505,12.4388700905,14.3395291005,11.6080428705,0.0,9.8544132005,14.5496428705,16.4273367405,5
R1.24h.5C,24,R1,17.0755377405,10.1447718005,10.420875320499999,0.0,0.0,0.0,0.0,0.0,11.1783862305,0.0,10.565925670499999,13.3832834005,15.5667017305,15.309189180499999,19.0146313425,0.0,10.4828333505,0.0,2.7947130905,1.7065155605000002,11.6029020605,12.517192870499999,10.244094540499999,0.6621429804999971,0.0,20.0262368745,0.0,0.0,0.0,11.9133176705,0.0,0.0,9.9055745005,0.0,7.8917712205,0.0,15.940804220499999,0.0,0.0,0.0,10.6261924905,13.9952843905,15.6057766805,12.773604020499999,4.4239658305,8.438191270499999,11.9233197205,14.1211351405,14.680124080499999,0.0,0.0,0.0,12.5756998105,13.3727247305,11.8534927505,0.0,0.0,0.0,0.0,11.6826104805,0.0,7.808673360499999,0.0,0.0,5.7853110905,0.0,13.888852160499999,1.9544843405,11.701553750499999,12.1423122705,10.288618530499999,11.5486289805,14.622449380499999,12.900843910499999,11.112398130499999,10.414078180499999,0.0,15.1627327405,0.0,0.0,0.0,3.5265515605,0.0,0.0,13.552787430499999,0.0,0.0,13.3432258305,10.5303838905,11.209884580499999,14.229838020499999,12.8576992805,0.0,0.0,13.430541350499999,11.1403459005,5
R1.24h.5D,24,R1,17.780339880499998,0.0,9.0386490005,0.0,10.0843495005,0.0,0.0,8.3792616905,11.563208380499999,0.0,0.0,14.2641998605,15.7765509805,15.3802828905,17.9141832705,0.0,11.017167130499999,9.9679784905,11.1721596605,10.2304700705,13.1286095305,16.6605666605,11.8145906305,10.313823940499999,10.590395450499999,20.2680287955,0.0,0.0,0.0,13.084158970499999,9.9970249305,0.898870100500002,9.9211485905,0.0,0.0,0.0,16.599268870499998,0.0,5.9193723705,0.0,0.0,14.0908607005,15.978531240499999,13.5051151305,0.0,0.0,11.4840791905,13.6201555305,15.166840580499999,0.0,0.0,0.0,11.9482230805,13.2963606705,12.2194008305,2.8073615905000002,0.0,0.0,0.0,10.180238790499999,0.0,0.0,0.0,0.0,12.143693900499999,0.0,14.5172139805,0.0,11.7122990705,12.5452814105,0.0,11.9543623505,15.1553649305,13.5223247105,10.2305441905,10.2682399705,0.0,15.183160020499999,0.0,0.0,0.0,10.3419608605,0.0,0.0,14.678525280499999,7.7709493505,0.0,14.1955204105,11.6774389105,15.3403750205,15.1698166105,13.3360056805,0.0,0.0,14.8262119105,14.2790921005,1
R1.24h.5E,24,R1,16.9985429305,9.0483775105,11.6295333305,0.0,10.1018927705,0.0,0.0,7.695529770499999,12.8347320505,0.0,0.0,13.191611740499999,15.1471113605,15.4607890205,17.266485690499998,0.0,10.4016824805,0.0,12.5959338705,9.957636000499999,11.3787389805,15.141024570499999,2.1248337705,0.0,0.0,20.206695425499998,0.0,0.0,0.0,13.9943607905,0.0,10.2712903605,11.722012060499999,0.0,0.0,0.0,15.3651087405,0.0,0.0,0.0,0.0,14.4103095205,15.3643320005,12.6074268305,0.0,0.0,11.9282232205,13.4121338005,15.2308440205,0.0,9.099274380499999,0.0,11.837345640499999,14.2017907105,12.9307477205,11.5683363105,0.0,8.8648066405,0.0,12.6641735105,8.594353630499999,0.0,0.0,0.0,10.8142175705,0.0,13.324243770499999,0.0,12.3115781205,13.3641254305,0.0,11.216109980499999,14.9351518705,11.5432249805,10.983456820499999,7.498281950499999,0.0,14.6138453105,0.0,0.0,0.0,10.3031353705,0.0,0.0,12.5995004605,0.0,0.0,13.6428996605,12.746579150499999,14.1481430705,17.093590350499998,12.263930070499999,0.0,0.0,14.483640100499999,16.4720628105,5
R1.24h.5F,24,R1,16.7059823405,8.584617570499999,3.2383497605000002,0.0,0.0,0.0,0.0,0.0,10.7866319205,0.0,9.5801464005,13.7145528705,15.5257599805,15.4274115705,17.3218058305,0.0,11.6318558805,0.0,11.9748963305,10.882649710499999,10.1182106705,13.0541223205,12.7238887005,9.4453601805,0.0,19.884471241500002,0.0,0.0,0.0,12.961307160499999,0.0,0.0,11.845185190499999,0.0,0.0,0.0,15.2010810005,0.0,0.0,0.0,0.0,13.5327941805,15.5124105605,11.7731373105,12.540028700499999,0.0,10.7782360605,13.024161250499999,14.3974713405,0.0,10.0007833605,0.0,11.0319390305,13.2812419505,12.7369499805,0.0,0.0,0.0,0.0,8.245834690499999,0.0,0.0,0.0,0.0,13.786388450499999,0.0,14.1357582705,8.8508202905,12.2808533505,13.3277007505,0.0,11.5400390005,14.6429874005,13.4914816805,10.3024358905,10.4125038605,0.0,14.9642402905,0.0,0.0,0.0,10.7878273605,0.0,0.0,13.323698370499999,0.0,0.0,13.7354446105,12.626872730499999,15.0775853505,14.2632357305,12.9831772105,0.0,0.0,13.8442192305,15.0705522005,5
